birthPlaceCountry,countryOfIncorporation,countryOfResidency,deathTime,firstName,isActive,lastName,legalName,listedCompany,maritalStatus,middleName,name,nameAlias,nationality,occupation,organizationSymbol,partyId,partyType,sourceOfIncome,title,website,gender,homePhone,alternatePhone,cellPhone,primaryPhone,workPhone,alternateEmail,companyEmail,personalEmail,workEmail,isIndividual
US,US,US,,,,,,,,,,,US,,,681,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,685,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,686,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,687,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,688,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,695,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,696,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,697,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,700,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,702,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,703,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,707,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,709,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,710,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,713,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,715,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,716,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,717,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,719,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,720,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,722,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,723,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,724,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,728,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,731,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,735,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,737,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,739,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,744,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,745,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,747,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,748,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,750,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,753,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,755,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,756,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,757,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,758,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,760,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,762,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,763,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,765,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,766,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,767,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,768,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,769,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,771,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,774,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,777,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,778,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,780,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,782,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,784,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,786,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,787,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,790,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,792,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,796,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,797,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,800,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,801,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,803,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,805,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,806,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,808,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,810,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,813,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,816,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,817,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,819,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,820,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,821,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,823,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,825,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,826,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,827,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,828,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,830,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,831,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,834,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,835,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,836,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,837,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,838,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,839,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,842,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,850,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,851,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,852,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,855,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,857,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,859,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,860,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,862,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,866,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,868,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,869,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,870,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,873,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,874,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,875,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,879,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,882,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,883,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,886,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,887,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,888,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,895,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,896,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,897,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,898,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,899,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,902,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,903,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,904,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,906,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,907,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,909,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,910,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,911,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,912,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,913,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,915,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,917,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,920,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,921,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,923,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,924,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,925,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,926,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,933,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,936,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,938,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,939,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,941,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,942,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,944,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,945,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,946,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,947,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,949,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,950,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,953,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,954,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,957,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,961,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,962,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,963,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,964,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,965,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,966,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,970,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,971,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,972,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,973,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,974,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,976,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,977,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,978,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,980,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,981,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,982,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,983,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,984,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,985,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,987,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,988,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,990,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,992,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,993,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,995,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,997,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,998,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,999,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1000,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1001,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1003,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1004,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1006,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1007,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1011,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1012,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1013,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1014,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1016,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1019,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1020,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1022,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1024,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1026,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1028,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1032,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1034,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1035,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1038,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1040,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1041,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1046,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1047,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1048,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1050,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1052,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1053,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1055,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1057,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1060,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1064,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1066,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1068,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1070,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1075,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1076,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1078,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1081,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1084,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1085,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1088,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1089,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1090,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1092,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1094,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1095,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1097,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1098,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1099,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1103,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1104,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1105,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1106,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1109,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1112,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1117,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1118,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1119,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1122,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1125,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1126,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1127,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1128,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1129,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1131,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1132,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1135,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1137,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1139,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1140,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1142,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1144,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1146,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1150,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1151,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1152,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1153,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1154,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1155,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1157,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1160,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1164,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1166,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1167,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1169,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1171,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1172,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1173,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1175,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1180,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1183,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1184,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1187,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1191,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1192,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1193,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1195,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1199,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1202,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1203,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1204,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1207,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1208,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1209,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1210,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1213,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1214,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1220,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1221,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1223,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1226,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1228,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1235,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1236,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1241,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1243,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1247,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1248,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1249,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1250,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1253,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1256,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1260,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1261,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1263,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1264,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1265,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1269,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1273,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1274,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1276,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1279,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1281,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1282,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1283,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1285,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1288,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1289,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1290,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1292,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1294,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1295,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1296,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1298,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1299,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1302,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1303,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1304,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1305,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1311,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1312,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1314,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1315,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1320,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1325,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1329,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,1330,Organization,,,,,,,,,,,,,,False
