step,type,amount,nameOrig,oldbalanceOrig,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isSAR,alertID
32,TRANSFER,275.35,1104,62254.36,61979.01,15,94622.3,94897.66,0,-1
32,TRANSFER,131.13,345,90979.72,90848.58,16,94839.88,94971.02,0,-1
32,TRANSFER,765.72,1381,78748.98,77983.25,729,61945.49,62711.21,0,-1
32,TRANSFER,598.33,776,81544.83,80946.5,59,59703.3,60301.64,0,-1
32,TRANSFER,900.06,1413,76578.02,75677.96,54,106396.23,107296.3,0,-1
32,TRANSFER,659.96,1418,56009.9,55349.94,35,133445.31,134105.28,0,-1
32,TRANSFER,453.44,348,85983.28,85529.82,39,103906.71,104360.16,0,-1
32,TRANSFER,929.61,1436,63622.86,62693.24,62,115881.21,116810.82,0,-1
32,TRANSFER,135.91,50,93140.21,93004.28,9,114694.67,114830.59,0,-1
32,TRANSFER,761.27,50,93004.28,92243.01,9,114830.59,115591.86,0,-1
32,TRANSFER,766.37,8,135077.1,134310.73,22,124704.13,125470.5,0,-1
32,TRANSFER,627.72,1335,71894.21,71266.49,39,104360.16,104987.89,0,-1
32,TRANSFER,107.94,58,119587.09,119479.14,113,90097.8,90205.75,0,-1
32,TRANSFER,659.65,23,142518.76,141859.09,138,90195.13,90854.79,0,-1
32,TRANSFER,425.75,1407,64539.88,64114.12,25,152691.54,153117.29,0,-1
32,TRANSFER,152.51,1407,64114.12,63961.61,28,110882.42,111034.92,0,-1
32,TRANSFER,817.13,1400,80329.39,79512.26,60,98232.09,99049.22,0,-1
32,TRANSFER,338.18,1441,54156.32,53818.14,308,64534.53,64872.72,0,-1
32,TRANSFER,898.38,1411,63206.78,62308.4,182,62923.42,63821.81,0,-1
32,TRANSFER,809.03,1411,62308.4,61499.37,397,79308.89,80117.92,0,-1
32,TRANSFER,415.39,1307,85995.42,85580.02,68,93127.52,93542.92,0,-1
32,TRANSFER,796.0,228,93753.36,92957.36,8,134310.73,135106.73,0,-1
32,TRANSFER,722.85,627,63286.87,62564.01,446,58696.87,59419.73,0,-1
32,TRANSFER,310.6,627,62564.01,62253.41,699,96985.88,97296.48,0,-1
32,TRANSFER,171.08,1149,72405.37,72234.29,264,103407.62,103578.7,0,-1
32,TRANSFER,827.31,89,61295.47,60468.16,10,135794.75,136622.06,0,-1
32,TRANSFER,134.95,951,60439.44,60304.48,165,59035.81,59170.76,0,-1
32,TRANSFER,359.23,929,80014.5,79655.27,34,96425.7,96784.93,0,-1
32,TRANSFER,910.6,656,50849.25,49938.64,25,153117.29,154027.9,0,-1
32,TRANSFER,143.62,1431,72939.78,72796.15,34,96784.93,96928.57,0,-1
32,TRANSFER,849.62,67,73030.4,72180.78,356,77245.6,78095.22,0,-1
32,TRANSFER,851.96,1415,82988.01,82136.04,52,98707.86,99559.83,0,-1
32,TRANSFER,297.95,1319,71737.11,71439.16,1416,49705.66,50003.61,0,-1
32,TRANSFER,833.56,939,68396.37,67562.81,41,133756.84,134590.4,0,-1
32,TRANSFER,428.74,93,77275.38,76846.64,310,94705.64,95134.38,0,-1
32,TRANSFER,960.13,901,71432.33,70472.2,35,134105.28,135065.4,0,-1
32,TRANSFER,921.51,1141,94679.43,93757.92,24,102143.67,103065.18,0,-1
32,TRANSFER,277.45,107,99493.98,99216.53,219,67875.99,68153.44,0,-1
32,TRANSFER,622.62,975,88404.18,87781.56,54,107296.3,107918.92,0,-1
32,TRANSFER,494.99,78,99930.0,99435.0,160,77342.75,77837.75,0,-1
32,TRANSFER,399.81,1440,87908.6,87508.79,92,84224.35,84624.16,0,-1
32,TRANSFER,463.69,128,72786.93,72323.24,29,127313.86,127777.57,0,-1
32,TRANSFER,190.38,903,84823.47,84633.08,1100,82162.1,82352.48,0,-1
32,TRANSFER,848.11,635,63536.96,62688.85,10,136622.06,137470.17,0,-1
32,TRANSFER,397.97,1012,55913.5,55515.53,37,97666.97,98064.95,0,-1
32,TRANSFER,615.0,1408,67617.64,67002.63,21,139744.59,140359.59,0,-1
32,TRANSFER,332.93,1408,67002.63,66669.7,21,140359.59,140692.53,0,-1
32,TRANSFER,678.53,497,83187.64,82509.1,40,148519.7,149198.23,0,-1
32,TRANSFER,765.22,600,92525.82,91760.6,11,135600.07,136365.29,0,-1
32,TRANSFER,963.05,45,96186.85,95223.79,85,85014.17,85977.22,0,-1
32,TRANSFER,845.41,45,95223.79,94378.38,85,85977.22,86822.64,0,-1
32,TRANSFER,985.37,765,86517.86,85532.49,23,141859.09,142844.48,0,-1
32,TRANSFER,762.72,541,65226.17,64463.44,18,153978.53,154741.26,0,-1
32,TRANSFER,758.32,896,46039.91,45281.58,101,60238.26,60996.59,0,-1
32,TRANSFER,497.21,90,75702.22,75205.01,28,111034.92,111532.14,0,-1
32,TRANSFER,808.7,394,83697.88,82889.17,32,116550.31,117359.02,0,-1
32,TRANSFER,868.28,1425,49266.89,48398.61,14,109174.52,110042.8,0,-1
32,TRANSFER,837.56,1401,62025.86,61188.3,67,72180.78,73018.35,0,-1
32,TRANSFER,466.24,1401,61188.3,60722.05,67,73018.35,73484.59,0,-1
32,TRANSFER,372.18,132,72152.24,71780.06,24,103065.18,103437.37,0,-1
32,TRANSFER,783.28,966,79626.03,78842.74,481,80966.17,81749.46,0,-1
32,TRANSFER,357.98,1043,54155.91,53797.92,40,149198.23,149556.21,0,-1
32,TRANSFER,817.08,25,154027.9,153210.82,637,67379.16,68196.25,0,-1
32,TRANSFER,411.78,624,81796.48,81384.7,633,52644.96,53056.74,0,-1
32,TRANSFER,749.31,91,78775.71,78026.4,134,88297.03,89046.34,0,-1
32,TRANSFER,478.59,82,89871.03,89392.43,32,117359.02,117837.61,0,-1
32,TRANSFER,244.43,867,79589.96,79345.53,40,149556.21,149800.65,0,-1
32,TRANSFER,646.01,385,92481.62,91835.6,6,77827.82,78473.84,0,-1
32,TRANSFER,244.42,40,149800.65,149556.23,35,135065.4,135309.82,0,-1
32,TRANSFER,123.11,134,89046.34,88923.22,683,60966.41,61089.53,0,-1
32,TRANSFER,362.14,280,94696.02,94333.87,19,159444.5,159806.64,0,-1
32,TRANSFER,938.2,294,83751.75,82813.54,39,104987.89,105926.08,0,-1
32,TRANSFER,577.95,378,87837.55,87259.6,1033,94192.79,94770.75,0,-1
32,TRANSFER,185.07,604,46376.2,46191.12,120,81918.36,82103.44,0,-1
32,TRANSFER,631.96,604,46191.12,45559.15,29,127777.57,128409.53,0,-1
32,TRANSFER,483.73,919,63583.44,63099.7,763,63775.38,64259.11,0,-1
32,TRANSFER,873.82,216,83740.76,82866.94,67,73484.59,74358.41,0,-1
32,TRANSFER,645.95,133,92831.04,92185.09,63,83295.1,83941.05,0,-1
32,TRANSFER,322.33,982,74093.47,73771.14,15,94897.66,95219.99,0,-1
32,TRANSFER,272.86,882,60328.87,60056.0,77,104742.57,105015.43,0,-1
32,TRANSFER,735.77,401,87988.29,87252.52,43,129074.58,129810.35,0,-1
32,TRANSFER,443.24,401,87252.52,86809.27,19,159806.64,160249.89,0,-1
32,TRANSFER,952.1,1435,51337.1,50384.99,14,110042.8,110994.9,0,-1
32,TRANSFER,582.11,662,56533.42,55951.31,14,110994.9,111577.02,0,-1
32,TRANSFER,754.54,69,65661.01,64906.46,210,72411.0,73165.55,0,-1
32,TRANSFER,867.25,1331,49790.37,48923.12,38,110509.41,111376.66,0,-1
32,TRANSFER,865.29,917,55563.51,54698.22,17,138310.0,139175.29,0,-1
32,TRANSFER,332.74,1336,85465.3,85132.56,92,84624.16,84956.9,0,-1
32,TRANSFER,155.73,1001,59314.6,59158.87,293,73759.02,73914.75,0,-1
32,TRANSFER,143.31,32,117837.61,117694.29,93,76846.64,76989.95,0,-1
32,TRANSFER,565.92,940,92860.42,92294.5,42,92206.96,92772.88,0,-1
32,TRANSFER,827.29,285,68938.74,68111.44,26,113485.35,114312.64,0,-1
32,TRANSFER,685.27,1419,69493.32,68808.05,29,128409.53,129094.81,0,-1
32,TRANSFER,407.9,55,102924.1,102516.2,40,149556.23,149964.14,0,-1
32,TRANSFER,217.54,384,73850.57,73633.02,58,119479.14,119696.68,0,-1
32,TRANSFER,249.48,326,87375.4,87125.92,114,102632.3,102881.78,0,-1
32,TRANSFER,106.41,892,64280.41,64174.0,20,120776.48,120882.89,0,-1
32,TRANSFER,556.91,30,122020.07,121463.16,52,99559.83,100116.75,0,-1
32,TRANSFER,554.95,276,93924.05,93369.09,120,82103.44,82658.4,0,-1
32,TRANSFER,517.74,617,47964.6,47446.85,41,134590.4,135108.15,0,-1
32,TRANSFER,698.61,617,47446.85,46748.24,85,86822.64,87521.25,0,-1
32,TRANSFER,838.27,386,53396.86,52558.59,23,142844.48,143682.75,0,-1
32,TRANSFER,798.38,1371,65782.78,64984.39,5,86582.26,87380.64,0,-1
32,TRANSFER,721.15,605,62341.0,61619.83,13,139035.7,139756.85,0,-1
32,TRANSFER,401.89,869,81646.33,81244.43,32,117694.29,118096.19,0,-1
32,TRANSFER,957.35,869,81244.43,80287.08,62,116810.82,117768.17,0,-1
32,TRANSFER,878.69,29,129094.81,128216.1,10,137470.17,138348.87,0,-1
32,TRANSFER,912.42,1322,80747.55,79835.14,242,69097.47,70009.89,0,-1
32,TRANSFER,230.74,1172,61610.71,61379.96,21,140692.53,140923.26,0,-1
32,TRANSFER,628.0,1293,80611.08,79983.08,15,95219.99,95847.99,0,-1
32,TRANSFER,792.79,1035,68966.46,68173.67,20,120882.89,121675.68,0,-1
32,TRANSFER,255.21,1374,44306.24,44051.02,32,118096.19,118351.41,0,-1
32,TRANSFER,443.16,1339,86636.07,86192.89,19,160249.89,160693.04,0,-1
32,TRANSFER,340.98,20,121675.68,121334.7,187,95202.17,95543.15,0,-1
32,TRANSFER,871.55,325,85559.84,84688.28,33,121789.25,122660.81,0,-1
32,TRANSFER,790.2,934,66943.5,66153.29,12,113795.25,114585.45,0,-1
32,TRANSFER,655.72,610,44037.42,43381.69,38,111376.66,112032.39,0,-1
32,TRANSFER,202.31,620,76905.71,76703.4,10,138348.87,138551.18,0,-1
32,TRANSFER,945.37,108,68913.93,67968.56,7,121528.92,122474.28,0,-1
32,TRANSFER,283.77,106,51496.06,51212.29,97,56031.74,56315.51,0,-1
32,TRANSFER,983.76,1337,80221.53,79237.76,54,107918.92,108902.68,0,-1
32,TRANSFER,371.7,341,87426.44,87054.74,352,69410.73,69782.42,0,-1
32,TRANSFER,216.37,327,68885.31,68668.93,45,94378.38,94594.75,0,-1
32,TRANSFER,948.23,507,79091.86,78143.62,149,66575.21,67523.46,0,-1
32,TRANSFER,820.29,404,50688.39,49868.1,27,123980.75,124801.04,0,-1
32,TRANSFER,430.08,1362,47763.42,47333.33,21,140923.26,141353.35,0,-1
32,TRANSFER,253.67,1362,47333.33,47079.66,21,141353.35,141607.03,0,-1
32,TRANSFER,565.54,759,82426.14,81860.6,62,117768.17,118333.71,0,-1
32,TRANSFER,813.82,1370,48417.74,47603.91,36,112374.21,113188.03,0,-1
32,TRANSFER,148.53,1423,59771.51,59622.98,914,50369.01,50517.54,0,-1
32,TRANSFER,460.96,931,49696.46,49235.5,38,112032.39,112493.35,0,-1
32,TRANSFER,785.91,1438,91429.35,90643.43,446,59419.73,60205.64,0,-1
32,TRANSFER,665.7,1002,92332.0,91666.29,53,78076.07,78741.78,0,-1
32,TRANSFER,704.39,100,67290.71,66586.31,28,111532.14,112236.53,0,-1
32,TRANSFER,772.13,1364,63975.0,63202.86,70,94002.06,94774.19,0,-1
32,TRANSFER,343.02,938,57995.14,57652.12,38,112493.35,112836.38,0,-1
32,TRANSFER,703.67,938,57652.12,56948.45,10,138551.18,139254.85,0,-1
32,TRANSFER,861.25,57,76652.67,75791.41,34,96928.57,97789.82,0,-1
32,TRANSFER,657.67,1396,47378.18,46720.5,8,135106.73,135764.4,0,-1
32,TRANSFER,783.38,956,75331.42,74548.03,39,105926.08,106709.47,0,-1
32,TRANSFER,546.57,116,86042.34,85495.77,34,97789.82,98336.39,0,-1
32,TRANSFER,492.02,1151,84683.51,84191.5,18,154741.26,155233.29,0,-1
32,TRANSFER,899.34,755,55888.23,54988.88,7,122474.28,123373.64,0,-1
32,TRANSFER,763.07,1166,75679.89,74916.82,34,98336.39,99099.46,0,-1
32,TRANSFER,152.28,98,95063.83,94911.55,41,135108.15,135260.43,0,-1
32,TRANSFER,330.12,1300,53716.48,53386.35,1364,63202.86,63532.99,0,-1
32,TRANSFER,223.57,1432,45642.0,45418.42,841,89207.31,89430.89,0,-1
32,TRANSFER,849.3,68,93542.92,92693.6,20,121334.7,122184.0,0,-1
32,TRANSFER,483.22,526,67693.19,67209.97,17,139175.29,139658.53,0,-1
32,TRANSFER,792.52,1195,48989.66,48197.13,953,84283.57,85076.1,0,-1
32,TRANSFER,870.9,83,71617.25,70746.35,39,106709.47,107580.38,0,-1
32,TRANSFER,131.41,72,107233.82,107102.4,330,69212.1,69343.51,0,-1
32,TRANSFER,771.86,947,53733.56,52961.7,21,141607.03,142378.9,0,-1
32,TRANSFER,656.75,521,93609.91,92953.15,52,100116.75,100773.5,0,-1
32,TRANSFER,765.6,981,95138.76,94373.16,29,128216.1,128981.71,0,-1
32,TRANSFER,951.97,1131,91544.8,90592.82,715,63437.61,64389.59,0,-1
32,TRANSFER,759.42,1410,54927.12,54167.69,142,70670.23,71429.66,0,-1
32,TRANSFER,452.1,651,59268.59,58816.49,1,78505.16,78957.26,0,-1
32,TRANSFER,980.3,63,83941.05,82960.75,25,153210.82,154191.12,0,-1
32,TRANSFER,314.04,1129,84447.22,84133.17,62,118333.71,118647.77,0,-1
32,TRANSFER,721.48,1,78957.26,78235.77,81,102173.44,102894.92,0,-1
32,TRANSFER,602.58,1134,93126.0,92523.41,42,92772.88,93375.46,0,-1
32,TRANSFER,904.92,1387,43423.12,42518.19,346,104552.24,105457.16,0,-1
32,TRANSFER,862.2,1388,67130.92,66268.71,197,103088.42,103950.63,0,-1
32,TRANSFER,220.44,1414,73053.77,72833.32,231,68545.38,68765.82,0,-1
32,TRANSFER,343.8,99,100931.61,100587.81,17,139658.53,140002.32,0,-1
32,TRANSFER,528.26,1351,89777.38,89249.11,23,143682.75,144211.01,0,-1
32,TRANSFER,973.29,284,67676.92,66703.62,24,103437.37,104410.67,0,-1
32,TRANSFER,552.48,909,53490.71,52938.23,19,160693.04,161245.53,0,-1
32,TRANSFER,546.21,909,52938.23,52392.01,157,82335.82,82882.04,0,-1
32,TRANSFER,180.27,1340,90117.69,89937.42,80,65792.39,65972.66,0,-1
32,TRANSFER,764.58,229,74990.24,74225.65,58,119696.68,120461.27,0,-1
32,TRANSFER,950.4,744,66936.11,65985.71,25,154191.12,155141.53,0,-1
32,TRANSFER,723.23,391,71331.03,70607.8,84,61900.71,62623.95,0,-1
32,TRANSFER,966.83,787,59891.2,58924.37,24,104410.67,105377.5,0,-1
32,TRANSFER,604.81,388,51654.19,51049.38,51,77666.32,78271.13,0,-1
32,TRANSFER,461.15,954,89153.57,88692.41,19,161245.53,161706.68,0,-1
32,TRANSFER,187.44,1369,55654.69,55467.25,173,96765.08,96952.53,0,-1
32,TRANSFER,268.72,1434,60631.36,60362.63,62,118647.77,118916.49,0,-1
32,TRANSFER,887.88,790,58553.43,57665.54,53,78741.78,79629.67,0,-1
32,TRANSFER,292.14,279,53202.88,52910.74,13,139756.85,140049.0,0,-1
32,TRANSFER,812.63,964,84425.43,83612.8,8,135764.4,136577.04,0,-1
32,TRANSFER,891.36,964,83612.8,82721.44,111,88506.12,89397.48,0,-1
32,TRANSFER,200.55,1398,76558.12,76357.56,674,67071.58,67272.14,0,-1
32,TRANSFER,902.19,1402,71870.99,70968.79,58,120461.27,121363.46,0,-1
32,TRANSFER,541.44,1316,64809.87,64268.42,132,71780.06,72321.5,0,-1
32,TRANSFER,460.67,897,89145.81,88685.14,14,111577.02,112037.69,0,-1
32,TRANSFER,653.37,1274,64634.03,63980.65,11,136365.29,137018.67,0,-1
32,TRANSFER,592.93,70,94774.19,94181.26,7,123373.64,123966.57,0,-1
32,TRANSFER,644.63,814,92124.54,91479.91,28,112236.53,112881.17,0,-1
32,TRANSFER,386.34,123,75316.12,74929.77,30,121463.16,121849.5,0,-1
32,TRANSFER,723.77,27,124801.04,124077.27,45,94594.75,95318.53,0,-1
32,TRANSFER,186.71,621,72586.64,72399.92,33,122660.81,122847.53,0,-1
32,TRANSFER,776.17,101,60996.59,60220.41,13,140049.0,140825.18,0,-1
32,TRANSFER,105.36,868,66237.03,66131.67,13,140825.18,140930.54,0,-1
32,TRANSFER,723.04,1326,77139.78,76416.73,125,72780.91,73503.96,0,-1
32,TRANSFER,789.04,131,91689.32,90900.27,13,140930.54,141719.59,0,-1
32,TRANSFER,271.56,894,59808.91,59537.34,12,114585.45,114857.01,0,-1
32,TRANSFER,801.85,1399,69807.18,69005.33,283,89627.17,90429.02,0,-1
32,TRANSFER,580.76,71,52440.07,51859.31,42,93375.46,93956.23,0,-1
32,TRANSFER,266.75,920,71764.74,71497.97,144,62526.96,62793.71,0,-1
33,TRANSFER,175.26,948,73046.14,72870.88,67,74358.41,74533.68,0,-1
33,TRANSFER,873.5,1283,78399.1,77525.59,135,71155.55,72029.06,0,-1
33,TRANSFER,622.5,969,80527.14,79904.64,400,69687.74,70310.24,0,-1
33,TRANSFER,533.97,630,61295.81,60761.83,14,112037.69,112571.67,0,-1
33,TRANSFER,530.01,597,50583.0,50052.98,40,149964.14,150494.15,0,-1
33,TRANSFER,380.9,597,50052.98,49672.07,40,150494.15,150875.06,0,-1
33,TRANSFER,785.54,124,58852.61,58067.06,25,155141.53,155927.07,0,-1
33,TRANSFER,890.42,100,66586.31,65695.89,28,112881.17,113771.6,0,-1
33,TRANSFER,866.73,1402,70968.79,70102.06,41,135260.43,136127.17,0,-1
33,TRANSFER,947.97,1379,88767.09,87819.11,81,102894.92,103842.9,0,-1
33,TRANSFER,426.06,1404,84607.13,84181.07,76,61547.45,61973.51,0,-1
33,TRANSFER,689.55,392,48113.38,47423.83,114,102881.78,103571.34,0,-1
33,TRANSFER,994.14,1263,96728.32,95734.17,63,82960.75,83954.89,0,-1
33,TRANSFER,992.63,613,61804.12,60811.48,358,80521.21,81513.85,0,-1
33,TRANSFER,871.29,1439,43205.62,42334.33,79,104506.89,105378.19,0,-1
33,TRANSFER,151.48,882,60056.0,59904.52,77,105015.43,105166.92,0,-1
33,TRANSFER,307.79,1356,61598.16,61290.36,114,103571.34,103879.13,0,-1
33,TRANSFER,762.42,629,52183.22,51420.8,90,75205.01,75967.43,0,-1
33,TRANSFER,870.04,1016,91910.17,91040.13,37,98064.95,98935.0,0,-1
33,TRANSFER,285.75,914,50517.54,50231.78,1423,59622.98,59908.74,0,-1
33,TRANSFER,770.51,79,105378.19,104607.67,26,114312.64,115083.15,0,-1
33,TRANSFER,478.3,80,65972.66,65494.36,4,99508.62,99986.92,0,-1
33,TRANSFER,712.05,289,75884.29,75172.23,91,78026.4,78738.46,0,-1
33,TRANSFER,634.01,227,71932.83,71298.82,14,112571.67,113205.69,0,-1
33,TRANSFER,958.28,82,89392.43,88434.14,32,118351.41,119309.7,0,-1
33,TRANSFER,668.58,1287,47741.65,47073.07,660,52399.22,53067.8,0,-1
33,TRANSFER,458.31,1383,53250.82,52792.51,90,75967.43,76425.75,0,-1
33,TRANSFER,666.03,873,76075.28,75409.25,739,95984.32,96650.35,0,-1
33,TRANSFER,165.11,873,75409.25,75244.13,18,155233.29,155398.4,0,-1
33,TRANSFER,890.0,873,75244.13,74354.12,739,96650.35,97540.37,0,-1
33,TRANSFER,675.85,941,85030.73,84354.87,754,54786.48,55462.34,0,-1
33,TRANSFER,626.99,51,78271.13,77644.14,358,81513.85,82140.84,0,-1
33,TRANSFER,861.18,978,74058.21,73197.02,21,142378.9,143240.07,0,-1
33,TRANSFER,325.29,1322,79835.14,79509.84,665,58591.76,58917.05,0,-1
33,TRANSFER,701.01,963,74233.11,73532.1,94,66299.25,67000.25,0,-1
33,TRANSFER,684.1,386,52558.59,51874.48,23,144211.01,144895.12,0,-1
33,TRANSFER,646.43,390,51907.44,51261.0,27,124077.27,124723.71,0,-1
33,TRANSFER,961.29,390,51261.0,50299.7,40,150875.06,151836.35,0,-1
33,TRANSFER,643.25,390,50299.7,49656.45,52,100773.5,101416.75,0,-1
33,TRANSFER,260.0,1330,83750.49,83490.49,26,115083.15,115343.15,0,-1
33,TRANSFER,338.61,1358,70216.6,69877.99,39,107580.38,107918.99,0,-1
33,TRANSFER,426.77,1341,83463.61,83036.84,650,58298.12,58724.89,0,-1
33,TRANSFER,567.18,599,79622.03,79054.85,4,99986.92,100554.11,0,-1
33,TRANSFER,956.85,891,43942.75,42985.89,433,94679.17,95636.02,0,-1
33,TRANSFER,272.89,979,86575.21,86302.31,10,139254.85,139527.75,0,-1
33,TRANSFER,278.57,24,105377.5,105098.93,49,109659.35,109937.92,0,-1
33,TRANSFER,777.04,217,61320.41,60543.37,70,94181.26,94958.3,0,-1
33,TRANSFER,173.32,1397,53890.9,53717.58,96,78549.89,78723.21,0,-1
33,TRANSFER,111.97,11,137018.67,136906.7,23,144895.12,145007.09,0,-1
33,TRANSFER,476.46,61,68079.95,67603.48,11,136906.7,137383.17,0,-1
33,TRANSFER,417.89,1422,67732.37,67314.48,58,121363.46,121781.35,0,-1
33,TRANSFER,603.09,642,83108.44,82505.35,21,143240.07,143843.17,0,-1
33,TRANSFER,377.48,1366,69072.82,68695.34,451,98768.25,99145.72,0,-1
33,TRANSFER,233.0,904,85473.6,85240.6,13,141719.59,141952.59,0,-1
33,TRANSFER,617.66,618,75659.2,75041.53,540,102713.49,103331.15,0,-1
33,TRANSFER,363.85,400,70310.24,69946.38,59,60301.64,60665.5,0,-1
33,TRANSFER,416.79,400,69946.38,69529.58,46,86439.58,86856.39,0,-1
33,TRANSFER,141.86,1112,74959.96,74818.09,116,85495.77,85637.64,0,-1
33,TRANSFER,766.87,36,113188.03,112421.17,157,82882.04,83648.92,0,-1
33,TRANSFER,330.62,20,122184.0,121853.39,187,95543.15,95873.77,0,-1
33,TRANSFER,117.12,1138,60367.39,60250.27,31,99171.26,99288.39,0,-1
33,TRANSFER,670.27,1393,70205.04,69534.77,35,135309.82,135980.1,0,-1
33,TRANSFER,941.25,623,44485.27,43544.01,23,145007.09,145948.34,0,-1
33,TRANSFER,398.29,623,43544.01,43145.72,15,95847.99,96246.28,0,-1
33,TRANSFER,296.74,622,83532.77,83236.02,28,113771.6,114068.34,0,-1
33,TRANSFER,183.93,911,92507.91,92323.97,910,76854.71,77038.64,0,-1
33,TRANSFER,718.69,908,57151.0,56432.3,22,125470.5,126189.2,0,-1
33,TRANSFER,314.29,626,73505.21,73190.92,8,136577.04,136891.34,0,-1
33,TRANSFER,238.79,1438,90643.43,90404.64,27,124723.71,124962.5,0,-1
33,TRANSFER,330.48,14,113205.69,112875.21,974,49497.57,49828.05,0,-1
33,TRANSFER,311.76,917,54698.22,54386.46,25,155927.07,156238.84,0,-1
33,TRANSFER,898.77,1306,88573.65,87674.88,478,52245.85,53144.63,0,-1
33,TRANSFER,548.0,887,49831.91,49283.9,11,137383.17,137931.17,0,-1
33,TRANSFER,691.05,913,90403.51,89712.45,272,94084.36,94775.42,0,-1
33,TRANSFER,496.13,1142,89025.48,88529.35,133,92185.09,92681.23,0,-1
33,TRANSFER,258.68,758,49467.12,49208.43,49,109937.92,110196.61,0,-1
33,TRANSFER,330.16,1363,79186.78,78856.62,24,105098.93,105429.09,0,-1
33,TRANSFER,417.03,754,55462.34,55045.3,50,92243.01,92660.05,0,-1
33,TRANSFER,107.24,1178,77508.6,77401.35,34,99099.46,99206.71,0,-1
33,TRANSFER,220.56,1116,54459.33,54238.77,52,101416.75,101637.32,0,-1
33,TRANSFER,313.61,1440,87508.79,87195.18,92,84956.9,85270.51,0,-1
33,TRANSFER,441.47,598,66423.91,65982.43,367,81000.06,81441.53,0,-1
33,TRANSFER,996.61,1348,90351.13,89354.52,257,89143.64,90140.25,0,-1
33,TRANSFER,652.14,920,71497.97,70845.83,144,62793.71,63445.86,0,-1
33,TRANSFER,719.1,94,67000.25,66281.15,31,99288.39,100007.49,0,-1
33,TRANSFER,382.42,1423,59908.74,59526.32,774,95375.63,95758.05,0,-1
33,TRANSFER,327.13,1342,58078.72,57751.58,50,92660.05,92987.18,0,-1
33,TRANSFER,463.24,1342,57751.58,57288.34,21,143843.17,144306.42,0,-1
33,TRANSFER,755.31,1340,89937.42,89182.1,76,61973.51,62728.83,0,-1
33,TRANSFER,277.42,395,89773.99,89496.57,1320,81733.6,82011.03,0,-1
33,TRANSFER,496.03,66,97760.55,97264.51,145,84190.92,84686.96,0,-1
33,TRANSFER,345.45,1100,82352.48,82007.02,903,84633.08,84978.54,0,-1
33,TRANSFER,601.42,862,69585.42,68984.0,23,145948.34,146549.76,0,-1
33,TRANSFER,597.49,1431,72796.15,72198.66,528,62172.29,62769.79,0,-1
33,TRANSFER,105.6,1332,76333.45,76227.84,21,144306.42,144412.03,0,-1
33,TRANSFER,861.09,652,82888.09,82027.0,57,75791.41,76652.5,0,-1
33,TRANSFER,493.38,933,66882.85,66389.47,33,122847.53,123340.91,0,-1
33,TRANSFER,715.34,1355,79555.46,78840.11,628,54350.92,55066.26,0,-1
33,TRANSFER,169.4,1368,79873.28,79703.88,35,135980.1,136149.51,0,-1
33,TRANSFER,363.12,117,66777.52,66414.39,31,100007.49,100370.61,0,-1
33,TRANSFER,745.91,135,72029.06,71283.14,290,89822.54,90568.46,0,-1
33,TRANSFER,651.58,21,144412.03,143760.43,44,87365.05,88016.64,0,-1
33,TRANSFER,755.06,34,99206.71,98451.65,162,78798.76,79553.82,0,-1
33,TRANSFER,540.4,1361,54718.46,54178.06,19,161706.68,162247.09,0,-1
33,TRANSFER,489.22,1042,62917.75,62428.53,15,96246.28,96735.51,0,-1
33,TRANSFER,298.94,998,51605.16,51306.21,480,70699.96,70998.91,0,-1
33,TRANSFER,248.85,1353,41616.87,41368.01,199,74408.85,74657.71,0,-1
33,TRANSFER,316.36,15,96735.51,96419.14,75,108128.85,108445.21,0,-1
33,TRANSFER,137.87,17,140002.32,139864.45,16,94971.02,95108.89,0,-1
33,TRANSFER,144.3,105,100690.91,100546.6,29,128981.71,129126.02,0,-1
33,TRANSFER,162.81,889,72633.37,72470.55,35,136149.51,136312.32,0,-1
33,TRANSFER,897.31,112,60703.38,59806.06,373,62973.09,63870.41,0,-1
33,TRANSFER,738.79,980,63099.91,62361.11,315,63352.63,64091.42,0,-1
33,TRANSFER,435.63,1325,67763.91,67328.28,256,78679.56,79115.2,0,-1
33,TRANSFER,530.02,880,86458.93,85928.91,49,110196.61,110726.64,0,-1
33,TRANSFER,962.26,611,54069.66,53107.39,182,63821.81,64784.07,0,-1
33,TRANSFER,619.54,1411,61499.37,60879.83,397,80117.92,80737.46,0,-1
33,TRANSFER,162.06,907,51305.41,51143.34,129,50699.98,50862.04,0,-1
33,TRANSFER,961.37,612,65245.25,64283.87,92,85270.51,86231.89,0,-1
33,TRANSFER,411.17,959,72827.6,72416.42,32,119309.7,119720.87,0,-1
33,TRANSFER,746.07,65,61018.07,60271.99,170,95457.95,96204.03,0,-1
33,TRANSFER,135.04,895,91451.53,91316.48,28,114068.34,114203.39,0,-1
33,TRANSFER,600.77,762,61370.72,60769.95,12,114857.01,115457.79,0,-1
33,TRANSFER,559.63,1436,62693.24,62133.6,72,107102.4,107662.04,0,-1
33,TRANSFER,163.43,295,90169.64,90006.2,8,136891.34,137054.78,0,-1
33,TRANSFER,550.91,601,46766.32,46215.4,26,115343.15,115894.07,0,-1
33,TRANSFER,518.91,805,60599.83,60080.91,130,50916.64,51435.55,0,-1
33,TRANSFER,143.69,5,87380.64,87236.96,47,70161.7,70305.39,0,-1
